title,page_link,pdf_link,issue_date,fda_organization,topic,status,docket_number,comment,closing_comment
Limited Population Pathway for Antibacterial and Antifungal Drugs Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/limited-population-pathway-antibacterial-and-antifungal-drugs-guidance-industry,https://www.fda.gov/media/113729/download,2020-08-05,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']",['Administrative / Procedural'],Final,FDA-2018-D-2032,No,
Guidance for Industry: Action Level for Inorganic Arsenic in Rice Cereals for Infants,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-action-level-inorganic-arsenic-rice-cereals-infants,https://www.fda.gov/media/97234/download,2020-08-04,['Human Foods Program'],"['Arsenic','Infant Formula & Foods']",Final,FDA-2016-D-1099,No,
CPG Sec. 280.100 -  Stability Requirements -  Licensed In Vitro Diagnostic Products,,,2020-07-31,[],['Investigation & Enforcement'],Final,,No,
CPG Sec. 280.110-  Microbiological Control Requirements-Licensed Anti-Human Globulin and Blood Grouping Reagents,,,2020-07-31,[],['Investigation & Enforcement'],Final,,No,
Pediatric Study Plans: Content of and Process for Submitting Initial Pediatric Study Plans and Amended Initial Pediatric Study Plans,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/pediatric-study-plans-content-and-process-submitting-initial-pediatric-study-plans-and-amended,https://www.fda.gov/media/86340/download,2020-07-31,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']","['Administrative / Procedural','Pediatric Product Development']",Final,FDA-2013-D-0814,No,
Pathological Complete Response in Neoadjuvant Treatment of High-Risk Early-Stage Breast Cancer: Use as an Endpoint to Support Accelerated Approval,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/pathological-complete-response-neoadjuvant-treatment-high-risk-early-stage-breast-cancer-use,https://www.fda.gov/media/83507/download,2020-07-29,['Center for Drug Evaluation and Research'],['Clinical - Medical'],Final,FDA-2012-D-0432,No,
Expiration Dating of Unit-Dose Repackaged Solid Oral Dosage Form Drug Products:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/expiration-dating-unit-dose-repackaged-solid-oral-dosage-form-drug-products,https://www.fda.gov/media/70985/download,2020-07-29,['Center for Drug Evaluation and Research'],"['Current Good Manufacturing Practice (CGMP)','Pharmaceutical Quality']",Final,FDA-2017-D-0829,No,
"Pregnancy, Lactation, and Reproductive Potential: Labeling for Human Prescription Drug and Biological Products-Content and Format: Draft Guidance for Industry",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/pregnancy-lactation-and-reproductive-potential-labeling-human-prescription-drug-and-biological,https://www.fda.gov/media/90160/download,2020-07-29,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['Labeling'],Draft,FDA-2014-D-1551,No,2020-09-29
Multiple Function Device Products: Policy and Considerations:  Guidance for Industry and Food and Drug Administration,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/multiple-function-device-products-policy-and-considerations,https://www.fda.gov/media/112671/download,2020-07-29,"['Center for Devices and Radiological Health','Center for Biologics Evaluation and Research','Office of the Commissioner','Center for Drug Evaluation and Research']","['Postmarket','Premarket','Combination Products','Digital Health']",Final,FDA-2018-D-1339,No,
Setting Endotoxin Limits During Development of Investigational Oncology Drugs and Biological Products Guidance for Industry: Draft Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/setting-endotoxin-limits-during-development-investigational-oncology-drugs-and-biological-products,https://www.fda.gov/media/140410/download,2020-07-28,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']","['Chemistry, Manufacturing, and Controls (CMC)','Pharmaceutical Quality']",Draft,FDA-2020-D-1294,No,2020-10-28
"Regulatory Considerations for Human Cells, Tissues, and Cellular and Tissue-Based Products: Minimal Manipulation and Homologous Use:  Guidance for Industry and Food and Drug Administration Staff",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/regulatory-considerations-human-cells-tissues-and-cellular-and-tissue-based-products-minimal,https://www.fda.gov/media/109176/download,2020-07-20,"['Center for Biologics Evaluation and Research','Center for Devices and Radiological Health']","['Cellular & Gene Therapy','Tissue']",Final,FDA-2017-D-6146,No,
Clinical Investigations for Prostate Tissue Ablation Devices:  Guidance for Industry and Food and Drug Administration Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/clinical-investigations-prostate-tissue-ablation-devices,https://www.fda.gov/media/128263/download,2020-07-15,['Center for Devices and Radiological Health'],"['Premarket','510(k)','Investigational Device Exemption (IDE)','Gastroenterology-Urology','Good Clinical Practice (GCP)']",Final,FDA-2019-D-2223,No,
"Providing Regulatory Submissions for Medical Devices in Electronic Format - Submissions Under Section 745A(b) of the Federal Food, Drug, and Cosmetic Act:  Guidance for Industry and Food and Drug Administration Staff",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/providing-regulatory-submissions-medical-devices-electronic-format-submissions-under-section-745ab,https://www.fda.gov/media/131064/download,2020-07-15,"['Center for Devices and Radiological Health','Center for Biologics Evaluation and Research']",['Electronic Submissions'],Final,FDA-2019-D-3769,No,
CPG Sec 540.750 - Use of The Seafood List to Determine Acceptable Seafood Names,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-540750-use-seafood-list-determine-acceptable-seafood-names,https://www.fda.gov/media/139978/download,2020-07-13,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Seafood/Seafood Product']",Final,FDA-2016-D-3004,No,
Cancer Clinical Trial Eligibility Criteria: Brain Metastases,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cancer-clinical-trial-eligibility-criteria-brain-metastases,https://www.fda.gov/media/121317/download,2020-07-10,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']",['Clinical - Medical'],Final,FDA-2019-D-0357,No,
Cancer Clinical Trial Eligibility Criteria: Minimum Age Considerations for Inclusion of Pediatric Patients,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cancer-clinical-trial-eligibility-criteria-minimum-age-considerations-inclusion-pediatric-patients,https://www.fda.gov/media/121318/download,2020-07-10,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']","['Clinical - Medical','Pediatric Product Development']",Final,FDA-2019-D-0358,No,
"Cancer Clinical Trial Eligibility Criteria: Patients with HIV, Hepatitis B Virus, or Hepatitis C Virus Infections",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cancer-clinical-trial-eligibility-criteria-patients-hiv-hepatitis-b-virus-or-hepatitis-c-virus,https://www.fda.gov/media/121319/download,2020-07-10,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']",['Clinical - Medical'],Final,FDA-2019-D-0363,No,
Cancer Clinical Trial Eligibility Criteria: Patients with Organ Dysfunction or Prior or Concurrent Malignancies,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cancer-clinical-trial-eligibility-criteria-patients-organ-dysfunction-or-prior-or-concurrent,https://www.fda.gov/media/123745/download,2020-07-10,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']",['Clinical - Medical'],Final,FDA-2019-D-0359,No,
Review and Update of Device Establishment Inspection Processes and Standards:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/review-and-update-device-establishment-inspection-processes-and-standards,https://www.fda.gov/media/139466/download,2020-06-29,"['Office of Inspections and Investigations','Center for Devices and Radiological Health','Center for Biologics Evaluation and Research']",['Administrative / Procedural'],Final,FDA-2019-D-0914,No,2020-06-26
CVM GFI #240 Proprietary Names for New Animal Drugs,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-240-proprietary-names-new-animal-drugs,https://www.fda.gov/media/111947/download,2020-06-01,['Center for Veterinary Medicine'],"['Administrative / Procedural','Advertising','Labeling','New Animal Drug Application (NADA)']",Final,FDA-2018-D-0626,No,2018-05-11
Postmarketing Adverse Event Reporting for Medical Products and Dietary Supplements During a Pandemic,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/postmarketing-adverse-event-reporting-medical-products-and-dietary-supplements-during-pandemic,https://www.fda.gov/media/72498/download,2020-05-11,"['Human Foods Program','Center for Biologics Evaluation and Research','Center for Devices and Radiological Health','Center for Drug Evaluation and Research']","['Safety - Issues, Errors, and Problems']",Final,FDA-2008-D-0610,No,
Classification of Posterior Cervical Screw Systems: Small Entity Compliance Guide:  Guidance for Industry and Food and Drug Administration Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/classification-posterior-cervical-screw-systems-small-entity-compliance-guide,https://www.fda.gov/media/137500/download,2020-05-04,['Center for Devices and Radiological Health'],"['Orthopedic','Premarket Approval (PMA)']",Final,FDA-2015-N-3785,No,
Enforcement Priorities for Electronic Nicotine Delivery System (ENDS) and Other Deemed Products on the Market Without Premarket Authorization:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/enforcement-priorities-electronic-nicotine-delivery-system-ends-and-other-deemed-products-market,https://www.fda.gov/media/133880/download,2020-04-29,['Center for Tobacco Products'],"['Electronic Nicotine Delivery Systems (ENDS)','Product Application and Review']",Final,FDA-2019-D-0661,No,2019-04-15
eCopy Program for Medical Device Submissions:  Guidance for Industry and Food and Drug Administration Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/ecopy-program-medical-device-submissions,https://www.fda.gov/media/83522/download,2020-04-27,['Center for Devices and Radiological Health'],"['Premarket','User Fees','Administrative / Procedural','Investigational Device Exemption (IDE)']",Final,FDA-2018-N-0628,No,
Nonbinding Feedback After Certain FDA Inspections of Device Establishments:  Guidance for Industry and Food and Drug Administration Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/nonbinding-feedback-after-certain-fda-inspections-device-establishments,https://www.fda.gov/media/120260/download,2020-04-22,"['Center for Devices and Radiological Health','Center for Biologics Evaluation and Research']",['Postmarket'],Final,FDA-2018-D-4711,No,2019-04-20
"Technical Considerations for Demonstrating Reliability of Emergency-Use Injectors Submitted under a BLA, NDA or ANDA: Draft Guidance for Industry and Food and Drug Administration Staff",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/technical-considerations-demonstrating-reliability-emergency-use-injectors-submitted-under-bla-nda,https://www.fda.gov/media/137158/download,2020-04-21,"['Office of the Commissioner','Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research','Center for Devices and Radiological Health']",['Combination Products'],Draft,FDA-2019-D-5573,No,2020-06-22
